CustomerID,Date,SubscriptionPlan,AgeGroup,Login,WatchTimeMinutes,ContentPreference,Churned,ChurnDate,Location,HouseholdSize,PrimaryDevice,BillingCycle,IsAutoRenew
CUST001,2025-04-29,Basic,36-50,0,0,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-04-30,Basic,36-50,0,0,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-01,Basic,36-50,0,0,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-02,Basic,36-50,1,53,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-03,Basic,36-50,1,50,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-04,Basic,36-50,0,0,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-05,Basic,36-50,1,40,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-06,Basic,36-50,1,54,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-07,Basic,36-50,0,0,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-08,Basic,36-50,0,0,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-09,Basic,36-50,1,29,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-10,Basic,36-50,1,35,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-11,Basic,36-50,1,51,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-12,Basic,36-50,1,60,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-13,Basic,36-50,0,0,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-14,Basic,36-50,1,47,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-15,Basic,36-50,1,33,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-16,Basic,36-50,1,21,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-17,Basic,36-50,1,19,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-18,Basic,36-50,0,0,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-19,Basic,36-50,1,51,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-20,Basic,36-50,1,17,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-21,Basic,36-50,1,52,Sports,0,,East,3,Tablet,Quarterly,0
CUST001,2025-05-22,Basic,36-50,1,48,Sports,1,2025-05-22,East,3,Tablet,Quarterly,0
CUST002,2025-04-01,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-02,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-03,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-04,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-05,Basic,26-35,1,48,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-06,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-07,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-08,Basic,26-35,1,32,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-09,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-10,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-11,Basic,26-35,1,13,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-12,Basic,26-35,1,51,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-13,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-14,Basic,26-35,1,49,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-15,Basic,26-35,1,44,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-16,Basic,26-35,1,30,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-17,Basic,26-35,1,37,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-18,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-19,Basic,26-35,1,11,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-20,Basic,26-35,1,30,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-21,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-22,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-23,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-24,Basic,26-35,1,30,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-25,Basic,26-35,1,29,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-26,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-27,Basic,26-35,1,30,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-28,Basic,26-35,1,46,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-29,Basic,26-35,1,20,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-04-30,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-01,Basic,26-35,1,11,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-02,Basic,26-35,1,49,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-03,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-04,Basic,26-35,1,43,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-05,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-06,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-07,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-08,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-09,Basic,26-35,1,34,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-10,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-11,Basic,26-35,1,11,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-12,Basic,26-35,1,38,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-13,Basic,26-35,1,33,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-14,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-15,Basic,26-35,1,60,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-16,Basic,26-35,1,12,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-17,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-18,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-19,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-20,Basic,26-35,1,55,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-21,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-22,Basic,26-35,1,38,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-23,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-24,Basic,26-35,1,52,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-25,Basic,26-35,1,40,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-26,Basic,26-35,1,57,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-27,Basic,26-35,1,10,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-28,Basic,26-35,1,60,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-29,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-30,Basic,26-35,1,30,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-05-31,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-01,Basic,26-35,1,32,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-02,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-03,Basic,26-35,1,49,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-04,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-05,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-06,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-07,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-08,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-09,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-10,Basic,26-35,1,21,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-11,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-12,Basic,26-35,1,60,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-13,Basic,26-35,1,49,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-14,Basic,26-35,1,53,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-15,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-16,Basic,26-35,1,26,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-17,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-18,Basic,26-35,1,25,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-19,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-20,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-21,Basic,26-35,1,44,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-22,Basic,26-35,1,13,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-23,Basic,26-35,1,49,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-24,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-25,Basic,26-35,1,20,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-26,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-27,Basic,26-35,1,15,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-28,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-29,Basic,26-35,0,0,Documentaries,0,,East,1,Smart TV,Annually,1
CUST002,2025-06-30,Basic,26-35,1,46,Documentaries,0,,East,1,Smart TV,Annually,1
CUST003,2025-04-01,Basic,36-50,1,48,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-02,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-03,Basic,36-50,1,45,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-04,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-05,Basic,36-50,1,39,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-06,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-07,Basic,36-50,1,37,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-08,Basic,36-50,1,49,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-09,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-10,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-11,Basic,36-50,1,59,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-12,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-13,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-14,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-15,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-16,Basic,36-50,1,17,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-17,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-18,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-19,Basic,36-50,1,27,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-20,Basic,36-50,1,33,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-21,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-22,Basic,36-50,1,32,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-23,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-24,Basic,36-50,1,20,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-25,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-26,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-27,Basic,36-50,1,48,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-28,Basic,36-50,1,21,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-29,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-04-30,Basic,36-50,1,40,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-01,Basic,36-50,1,14,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-02,Basic,36-50,1,15,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-03,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-04,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-05,Basic,36-50,1,48,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-06,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-07,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-08,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-09,Basic,36-50,1,26,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-10,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-11,Basic,36-50,1,54,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-12,Basic,36-50,1,43,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-13,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-14,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-15,Basic,36-50,1,33,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-16,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-17,Basic,36-50,1,27,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-18,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-19,Basic,36-50,1,57,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-20,Basic,36-50,1,12,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-21,Basic,36-50,1,39,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-22,Basic,36-50,1,15,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-23,Basic,36-50,1,38,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-24,Basic,36-50,1,27,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-25,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-26,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-27,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-28,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-29,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-30,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-05-31,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-01,Basic,36-50,1,12,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-02,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-03,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-04,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-05,Basic,36-50,1,42,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-06,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-07,Basic,36-50,1,31,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-08,Basic,36-50,1,53,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-09,Basic,36-50,1,46,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-10,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-11,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-12,Basic,36-50,1,17,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-13,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-14,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-15,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-16,Basic,36-50,1,47,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-17,Basic,36-50,1,22,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-18,Basic,36-50,1,14,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-19,Basic,36-50,1,40,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-20,Basic,36-50,1,12,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-21,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-22,Basic,36-50,1,20,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-23,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-24,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-25,Basic,36-50,1,19,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-26,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-27,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-28,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-29,Basic,36-50,0,0,Movies,0,,North,4,Smart TV,Quarterly,1
CUST003,2025-06-30,Basic,36-50,1,55,Movies,0,,North,4,Smart TV,Quarterly,1
CUST004,2025-04-01,Standard,51+,1,43,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-02,Standard,51+,1,56,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-03,Standard,51+,1,94,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-04,Standard,51+,1,111,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-05,Standard,51+,1,52,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-06,Standard,51+,1,101,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-07,Standard,51+,1,114,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-08,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-09,Standard,51+,1,112,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-10,Standard,51+,1,47,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-11,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-12,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-13,Standard,51+,1,55,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-14,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-15,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-16,Standard,51+,1,100,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-17,Standard,51+,1,102,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-18,Standard,51+,1,81,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-19,Standard,51+,1,93,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-20,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-21,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-22,Standard,51+,1,120,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-23,Standard,51+,1,103,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-24,Standard,51+,1,81,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-25,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-26,Standard,51+,1,61,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-27,Standard,51+,1,93,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-28,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-29,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-04-30,Standard,51+,1,93,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-01,Standard,51+,1,50,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-02,Standard,51+,1,34,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-03,Standard,51+,1,77,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-04,Standard,51+,1,114,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-05,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-06,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-07,Standard,51+,1,89,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-08,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-09,Standard,51+,1,77,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-10,Standard,51+,1,67,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-11,Standard,51+,1,68,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-12,Standard,51+,1,31,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-13,Standard,51+,0,0,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-14,Standard,51+,1,78,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-15,Standard,51+,1,94,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-16,Standard,51+,1,40,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-17,Standard,51+,1,60,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-18,Standard,51+,1,89,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-19,Standard,51+,1,102,Sports,0,,North,5,Tablet,Quarterly,1
CUST004,2025-05-20,Standard,51+,1,80,Sports,0,,North,5,Tablet,Quarterly,1
