CustomerID,Date,SubscriptionPlan,AgeGroup,Login,WatchTimeMinutes,ContentPreference,Churned,ChurnDate
CUST002,4/7/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,4/8/2025,Basic,26-35,1,32,Documentaries,FALSE,
CUST002,4/9/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,4/10/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,4/11/2025,Basic,26-35,1,13,Documentaries,FALSE,
CUST002,4/12/2025,Basic,26-35,1,51,Documentaries,FALSE,
CUST002,4/13/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,4/14/2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,4/15/2025,Basic,26-35,1,44,Documentaries,FALSE,
CUST002,4/16/2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,4/17/2025,Basic,26-35,1,37,Documentaries,FALSE,
CUST002,4/18/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,4/19/2025,Basic,26-35,1,11,Documentaries,FALSE,
CUST002,4/20/2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,4/21/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,4/22/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,4/23/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,4/24/2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,4/25/2025,Basic,26-35,1,29,Documentaries,FALSE,
CUST002,4/26/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,4/27/2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,4/28/2025,Basic,26-35,1,46,Documentaries,FALSE,
CUST002,4/29/2025,Basic,26-35,1,20,Documentaries,FALSE,
CUST002,4/30/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/1/2025,Basic,26-35,1,11,Documentaries,FALSE,
CUST002,5/2/2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,5/3/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/4/2025,Basic,26-35,1,43,Documentaries,FALSE,
CUST002,5/5/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/6/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/7/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/8/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/9/2025,Basic,26-35,1,34,Documentaries,FALSE,
CUST002,5/10/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/11/2025,Basic,26-35,1,11,Documentaries,FALSE,
CUST002,5/12/2025,Basic,26-35,1,38,Documentaries,FALSE,
CUST002,5/13/2025,Basic,26-35,1,33,Documentaries,FALSE,
CUST002,5/14/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/15/2025,Basic,26-35,1,60,Documentaries,FALSE,
CUST002,5/16/2025,Basic,26-35,1,12,Documentaries,FALSE,
CUST002,5/17/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/18/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/19/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/20/2025,Basic,26-35,1,55,Documentaries,FALSE,
CUST002,5/21/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/22/2025,Basic,26-35,1,38,Documentaries,FALSE,
CUST002,5/23/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/24/2025,Basic,26-35,1,52,Documentaries,FALSE,
CUST002,5/25/2025,Basic,26-35,1,40,Documentaries,FALSE,
CUST002,5/26/2025,Basic,26-35,1,57,Documentaries,FALSE,
CUST002,5/27/2025,Basic,26-35,1,10,Documentaries,FALSE,
CUST002,5/28/2025,Basic,26-35,1,60,Documentaries,FALSE,
CUST002,5/29/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,5/30/2025,Basic,26-35,1,30,Documentaries,FALSE,
CUST002,5/31/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/1/2025,Basic,26-35,1,32,Documentaries,FALSE,
CUST002,6/2/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/3/2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,6/4/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/5/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/6/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/7/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/8/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/9/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/10/2025,Basic,26-35,1,21,Documentaries,FALSE,
CUST002,6/11/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/12/2025,Basic,26-35,1,60,Documentaries,FALSE,
CUST002,6/13/2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,6/14/2025,Basic,26-35,1,53,Documentaries,FALSE,
CUST002,6/15/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/16/2025,Basic,26-35,1,26,Documentaries,FALSE,
CUST002,6/17/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/18/2025,Basic,26-35,1,25,Documentaries,FALSE,
CUST002,6/19/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/20/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/21/2025,Basic,26-35,1,44,Documentaries,FALSE,
CUST002,6/22/2025,Basic,26-35,1,13,Documentaries,FALSE,
CUST002,6/23/2025,Basic,26-35,1,49,Documentaries,FALSE,
CUST002,6/24/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/25/2025,Basic,26-35,1,20,Documentaries,FALSE,
CUST002,6/26/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/27/2025,Basic,26-35,1,15,Documentaries,FALSE,
CUST002,6/28/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/29/2025,Basic,26-35,0,0,Documentaries,FALSE,
CUST002,6/30/2025,Basic,26-35,1,46,Documentaries,FALSE,
CUST003,4/1/2025,Basic,36-50,1,48,Movies,FALSE,
CUST003,4/2/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/3/2025,Basic,36-50,1,45,Movies,FALSE,
CUST003,4/4/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/5/2025,Basic,36-50,1,39,Movies,FALSE,
CUST003,4/6/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/7/2025,Basic,36-50,1,37,Movies,FALSE,
CUST003,4/8/2025,Basic,36-50,1,49,Movies,FALSE,
CUST003,4/9/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/10/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/11/2025,Basic,36-50,1,59,Movies,FALSE,
CUST003,4/12/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/13/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/14/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/15/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/16/2025,Basic,36-50,1,17,Movies,FALSE,
CUST003,4/17/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/18/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/19/2025,Basic,36-50,1,27,Movies,FALSE,
CUST003,4/20/2025,Basic,36-50,1,33,Movies,FALSE,
CUST003,4/21/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/22/2025,Basic,36-50,1,32,Movies,FALSE,
CUST003,4/23/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/24/2025,Basic,36-50,1,20,Movies,FALSE,
CUST003,4/25/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/26/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/27/2025,Basic,36-50,1,48,Movies,FALSE,
CUST003,4/28/2025,Basic,36-50,1,21,Movies,FALSE,
CUST003,4/29/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,4/30/2025,Basic,36-50,1,40,Movies,FALSE,
CUST003,5/1/2025,Basic,36-50,1,14,Movies,FALSE,
CUST003,5/2/2025,Basic,36-50,1,15,Movies,FALSE,
CUST003,5/3/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/4/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/5/2025,Basic,36-50,1,48,Movies,FALSE,
CUST003,5/6/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/7/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/8/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/9/2025,Basic,36-50,1,26,Movies,FALSE,
CUST003,5/10/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/11/2025,Basic,36-50,1,54,Movies,FALSE,
CUST003,5/12/2025,Basic,36-50,1,43,Movies,FALSE,
CUST003,5/13/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/14/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/15/2025,Basic,36-50,1,33,Movies,FALSE,
CUST003,5/16/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/17/2025,Basic,36-50,1,27,Movies,FALSE,
CUST003,5/18/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/19/2025,Basic,36-50,1,57,Movies,FALSE,
CUST003,5/20/2025,Basic,36-50,1,12,Movies,FALSE,
CUST003,5/21/2025,Basic,36-50,1,39,Movies,FALSE,
CUST003,5/22/2025,Basic,36-50,1,15,Movies,FALSE,
CUST003,5/23/2025,Basic,36-50,1,38,Movies,FALSE,
CUST003,5/24/2025,Basic,36-50,1,27,Movies,FALSE,
CUST003,5/25/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/26/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/27/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/28/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/29/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/30/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,5/31/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/1/2025,Basic,36-50,1,12,Movies,FALSE,
CUST003,6/2/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/3/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/4/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/5/2025,Basic,36-50,1,42,Movies,FALSE,
CUST003,6/6/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/7/2025,Basic,36-50,1,31,Movies,FALSE,
CUST003,6/8/2025,Basic,36-50,1,53,Movies,FALSE,
CUST003,6/9/2025,Basic,36-50,1,46,Movies,FALSE,
CUST003,6/10/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/11/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/12/2025,Basic,36-50,1,17,Movies,FALSE,
CUST003,6/13/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/14/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/15/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/16/2025,Basic,36-50,1,47,Movies,FALSE,
CUST003,6/17/2025,Basic,36-50,1,22,Movies,FALSE,
CUST003,6/18/2025,Basic,36-50,1,14,Movies,FALSE,
CUST003,6/19/2025,Basic,36-50,1,40,Movies,FALSE,
CUST003,6/20/2025,Basic,36-50,1,12,Movies,FALSE,
CUST003,6/21/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/22/2025,Basic,36-50,1,20,Movies,FALSE,
CUST003,6/23/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/24/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/25/2025,Basic,36-50,1,19,Movies,FALSE,
CUST003,6/26/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/27/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/28/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/29/2025,Basic,36-50,0,0,Movies,FALSE,
CUST003,6/30/2025,Basic,36-50,1,55,Movies,FALSE,
CUST004,4/1/2025,Standard,51+,1,43,Sports,FALSE,
CUST004,4/2/2025,Standard,51+,1,56,Sports,FALSE,
CUST004,4/3/2025,Standard,51+,1,94,Sports,FALSE,
CUST004,4/4/2025,Standard,51+,1,111,Sports,FALSE,
CUST004,4/5/2025,Standard,51+,1,52,Sports,FALSE,
CUST004,4/6/2025,Standard,51+,1,101,Sports,FALSE,
CUST004,4/7/2025,Standard,51+,1,114,Sports,FALSE,
CUST004,4/8/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/9/2025,Standard,51+,1,112,Sports,FALSE,
CUST004,4/10/2025,Standard,51+,1,47,Sports,FALSE,
CUST004,4/11/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/12/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/13/2025,Standard,51+,1,55,Sports,FALSE,
CUST004,4/14/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/15/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/16/2025,Standard,51+,1,100,Sports,FALSE,
CUST004,4/17/2025,Standard,51+,1,102,Sports,FALSE,
CUST004,4/18/2025,Standard,51+,1,81,Sports,FALSE,
CUST004,4/19/2025,Standard,51+,1,93,Sports,FALSE,
CUST004,4/20/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/21/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/22/2025,Standard,51+,1,120,Sports,FALSE,
CUST004,4/23/2025,Standard,51+,1,103,Sports,FALSE,
CUST004,4/24/2025,Standard,51+,1,81,Sports,FALSE,
CUST004,4/25/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/26/2025,Standard,51+,1,61,Sports,FALSE,
CUST004,4/27/2025,Standard,51+,1,93,Sports,FALSE,
CUST004,4/28/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/29/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,4/30/2025,Standard,51+,1,93,Sports,FALSE,
CUST004,5/1/2025,Standard,51+,1,50,Sports,FALSE,
CUST004,5/2/2025,Standard,51+,1,34,Sports,FALSE,
CUST004,5/3/2025,Standard,51+,1,77,Sports,FALSE,
CUST004,5/4/2025,Standard,51+,1,114,Sports,FALSE,
CUST004,5/5/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,5/6/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,5/7/2025,Standard,51+,1,89,Sports,FALSE,
CUST004,5/8/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,5/9/2025,Standard,51+,1,77,Sports,FALSE,
CUST004,5/10/2025,Standard,51+,1,67,Sports,FALSE,
CUST004,5/11/2025,Standard,51+,1,68,Sports,FALSE,
CUST004,5/12/2025,Standard,51+,1,31,Sports,FALSE,
CUST004,5/13/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,5/14/2025,Standard,51+,1,78,Sports,FALSE,
CUST004,5/15/2025,Standard,51+,1,94,Sports,FALSE,
CUST004,5/16/2025,Standard,51+,1,40,Sports,FALSE,
CUST004,5/17/2025,Standard,51+,1,60,Sports,FALSE,
CUST004,5/18/2025,Standard,51+,1,89,Sports,FALSE,
CUST004,5/19/2025,Standard,51+,1,102,Sports,FALSE,
CUST004,5/20/2025,Standard,51+,1,80,Sports,FALSE,
CUST004,5/21/2025,Standard,51+,1,38,Sports,FALSE,
CUST004,5/22/2025,Standard,51+,1,46,Sports,FALSE,
CUST004,5/23/2025,Standard,51+,1,67,Sports,FALSE,
CUST004,5/24/2025,Standard,51+,1,53,Sports,FALSE,
CUST004,5/25/2025,Standard,51+,1,54,Sports,FALSE,
CUST004,5/26/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,5/27/2025,Standard,51+,1,54,Sports,FALSE,
CUST004,5/28/2025,Standard,51+,1,114,Sports,FALSE,
CUST004,5/29/2025,Standard,51+,1,118,Sports,FALSE,
CUST004,5/30/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,5/31/2025,Standard,51+,1,66,Sports,FALSE,
CUST004,6/1/2025,Standard,51+,1,113,Sports,FALSE,
CUST004,6/2/2025,Standard,51+,1,76,Sports,FALSE,
CUST004,6/3/2025,Standard,51+,1,38,Sports,FALSE,
CUST004,6/4/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,6/5/2025,Standard,51+,1,39,Sports,FALSE,
CUST004,6/6/2025,Standard,51+,1,103,Sports,FALSE,
CUST004,6/7/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,6/8/2025,Standard,51+,1,90,Sports,FALSE,
CUST004,6/9/2025,Standard,51+,1,111,Sports,FALSE,
CUST004,6/10/2025,Standard,51+,1,83,Sports,FALSE,
CUST004,6/11/2025,Standard,51+,1,90,Sports,FALSE,
CUST004,6/12/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,6/13/2025,Standard,51+,1,99,Sports,FALSE,
CUST004,6/14/2025,Standard,51+,1,43,Sports,FALSE,
CUST004,6/15/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,6/16/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,6/17/2025,Standard,51+,1,105,Sports,FALSE,
CUST004,6/18/2025,Standard,51+,1,58,Sports,FALSE,
CUST004,6/19/2025,Standard,51+,1,56,Sports,FALSE,
CUST004,6/20/2025,Standard,51+,1,49,Sports,FALSE,
CUST004,6/21/2025,Standard,51+,1,107,Sports,FALSE,
CUST004,6/22/2025,Standard,51+,1,112,Sports,FALSE,
CUST004,6/23/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,6/24/2025,Standard,51+,1,118,Sports,FALSE,
CUST004,6/25/2025,Standard,51+,1,44,Sports,FALSE,
CUST004,6/26/2025,Standard,51+,1,119,Sports,FALSE,
CUST004,6/27/2025,Standard,51+,1,61,Sports,FALSE,
CUST004,6/28/2025,Standard,51+,1,98,Sports,FALSE,
CUST004,6/29/2025,Standard,51+,0,0,Sports,FALSE,
CUST004,6/30/2025,Standard,51+,1,44,Sports,FALSE,
CUST005,4/1/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/2/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/3/2025,Premium,18-25,1,71,Documentaries,FALSE,
CUST005,4/4/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/5/2025,Premium,18-25,1,116,Documentaries,FALSE,
CUST005,4/6/2025,Premium,18-25,1,121,Documentaries,FALSE,
CUST005,4/7/2025,Premium,18-25,1,91,Documentaries,FALSE,
CUST005,4/8/2025,Premium,18-25,1,128,Documentaries,FALSE,
CUST005,4/9/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/10/2025,Premium,18-25,1,170,Documentaries,FALSE,
CUST005,4/11/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/12/2025,Premium,18-25,1,168,Documentaries,FALSE,
CUST005,4/13/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/14/2025,Premium,18-25,1,174,Documentaries,FALSE,
CUST005,4/15/2025,Premium,18-25,1,119,Documentaries,FALSE,
CUST005,4/16/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/17/2025,Premium,18-25,1,124,Documentaries,FALSE,
CUST005,4/18/2025,Premium,18-25,1,81,Documentaries,FALSE,
CUST005,4/19/2025,Premium,18-25,1,161,Documentaries,FALSE,
CUST005,4/20/2025,Premium,18-25,1,100,Documentaries,FALSE,
CUST005,4/21/2025,Premium,18-25,1,134,Documentaries,FALSE,
CUST005,4/22/2025,Premium,18-25,1,104,Documentaries,FALSE,
CUST005,4/23/2025,Premium,18-25,1,163,Documentaries,FALSE,
CUST005,4/24/2025,Premium,18-25,1,84,Documentaries,FALSE,
CUST005,4/25/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/26/2025,Premium,18-25,1,150,Documentaries,FALSE,
CUST005,4/27/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/28/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,4/29/2025,Premium,18-25,1,178,Documentaries,FALSE,
CUST005,4/30/2025,Premium,18-25,1,81,Documentaries,FALSE,
CUST005,5/1/2025,Premium,18-25,1,130,Documentaries,FALSE,
CUST005,5/2/2025,Premium,18-25,1,145,Documentaries,FALSE,
CUST005,5/3/2025,Premium,18-25,1,72,Documentaries,FALSE,
CUST005,5/4/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,5/5/2025,Premium,18-25,1,133,Documentaries,FALSE,
CUST005,5/6/2025,Premium,18-25,1,86,Documentaries,FALSE,
CUST005,5/7/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,5/8/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,5/9/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,5/10/2025,Premium,18-25,1,143,Documentaries,FALSE,
CUST005,5/11/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,5/12/2025,Premium,18-25,1,148,Documentaries,FALSE,
CUST005,5/13/2025,Premium,18-25,1,66,Documentaries,FALSE,
CUST005,5/14/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,5/15/2025,Premium,18-25,1,89,Documentaries,FALSE,
CUST005,5/16/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,5/17/2025,Premium,18-25,1,117,Documentaries,FALSE,
CUST005,5/18/2025,Premium,18-25,1,170,Documentaries,FALSE,
CUST005,5/19/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,5/20/2025,Premium,18-25,1,81,Documentaries,FALSE,
CUST005,5/21/2025,Premium,18-25,1,117,Documentaries,FALSE,
CUST005,5/22/2025,Premium,18-25,1,131,Documentaries,FALSE,
CUST005,5/23/2025,Premium,18-25,1,156,Documentaries,FALSE,
CUST005,5/24/2025,Premium,18-25,1,176,Documentaries,FALSE,
CUST005,5/25/2025,Premium,18-25,1,179,Documentaries,FALSE,
CUST005,5/26/2025,Premium,18-25,1,66,Documentaries,FALSE,
CUST005,5/27/2025,Premium,18-25,1,97,Documentaries,FALSE,
CUST005,5/28/2025,Premium,18-25,1,155,Documentaries,FALSE,
CUST005,5/29/2025,Premium,18-25,1,93,Documentaries,FALSE,
CUST005,5/30/2025,Premium,18-25,1,159,Documentaries,FALSE,
CUST005,5/31/2025,Premium,18-25,1,180,Documentaries,FALSE,
CUST005,6/1/2025,Premium,18-25,1,104,Documentaries,FALSE,
CUST005,6/2/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,6/3/2025,Premium,18-25,1,138,Documentaries,FALSE,
CUST005,6/4/2025,Premium,18-25,1,80,Documentaries,FALSE,
CUST005,6/5/2025,Premium,18-25,1,111,Documentaries,FALSE,
CUST005,6/6/2025,Premium,18-25,0,0,Documentaries,FALSE,
CUST005,6/7/2025,Premium,18-25,1,131,Documentaries,FALSE,
CUST005,6/8/2025,Premium,18-25,1,81,Documentaries,FALSE,
CUST005,6/9/2025,Premium,18-25,1,128,Documentaries,FALSE,
CUST005,6/10/2025,Premium,18-25,1,78,Documentaries,FALSE,
CUST005,6/11/2025,Premium,18-25,1,74,Documentaries,FALSE,
CUST005,6/12/2025,Premium,18-25,1,180,Documentaries,FALSE,
CUST005,6/13/2025,Premium,18-25,1,151,Documentaries,FALSE,
CUST005,6/14/2025,Premium,18-25,1,167,Documentaries,FALSE,
CUST005,6/15/2025,Premium,18-25,0,0,Documentaries,FALSE,
